"APPLICATION #",FORM_NUMBER,FILE_DATE,STATUS_DATE,STATUS,STATUS_CODE,EXPIRATION_DATE,"ESTIMATED COST","REVISED COST","EXISTING USE","EXISTING UNITS","PROPOSED USE","PROPOSED UNITS",BLOCK,LOT,STREET_NUMBER,STREET_NUMBER_SFX,AVS_STREET_NAME,AVS_STREET_SFX,UNIT,UNIT_SFX,FIRST_NAME,LAST_NAME,CONTRACTORPHONE,COMPANY_NAME,STREET,STREET_SUFFIX,CITY,STATE,ZIP_CODE,CONTACT_NAME,CONTACT_PHONE,DESCRIPTION,,
#200905148399,8,2009/05/14,2009/05/14,ISSUED,9,2009/11/14,10000,10000,APARTMENTS,12,APARTMENTS,12,196,26,722,,MONTGOMERY,ST,,,OWNER,OWNER,,OWNER,OWNER,,OWNER,CA,00000-0000,,,"TO COMPLETE WORK  & OBTAIN FINAL INSPECTION FOR UNDER APPROVED PA#200708311565.",,
#200905148399,8,2009/05/14,2009/05/14,ISSUED,9,2009/11/14,10000,10000,APARTMENTS,12,APARTMENTS,12,196,26,728,,MONTGOMERY,ST,,,OWNER,OWNER,,OWNER,OWNER,,OWNER,CA,00000-0000,,,"TO COMPLETE WORK  & OBTAIN FINAL INSPECTION FOR UNDER APPROVED PA#200708311565.",,
#200905148400,8,2009/05/14,2009/05/14,ISSUED,9,2009/11/14,25000,25000,"2 FAMILY DWELLING",2,"2 FAMILY DWELLING",2,4208,19,2864,,24TH,ST,,,"FAI P",WONG,4156068697,"LEVEL 8 CONSTRUCTION INC",12TH,AV,"SAN FRANCISCO",CA,94118-0000,,,"ADD FORCED AIR UNIT   REMODEL KITCHN  BATH. REPAIR WNDWS AT REAR. ADD LAUNDRY  UPDATE ELECTRICAL FORCED AIR UNIT-70000 BTU SIZE. TO COMPLY WITH COMPLAINT #200883961",,
#200905148401,8,2009/05/14,2009/05/14,ISSUED,9,2009/09/14,1,1,OFFICE,0,OFFICE,0,196,26,722,,MONTGOMERY,ST,,,OWNER,OWNER,,OWNER,OWNER,,OWNER,CA,00000-0000,,,"TO COMPLETE WORK  & OBTAIN FINAL INSPECTION FOR UNDER APPROVED PA#200406176652.",,
#200905148401,8,2009/05/14,2009/05/14,ISSUED,9,2009/09/14,1,1,OFFICE,0,OFFICE,0,196,26,728,,MONTGOMERY,ST,,,OWNER,OWNER,,OWNER,OWNER,,OWNER,CA,00000-0000,,,"TO COMPLETE WORK  & OBTAIN FINAL INSPECTION FOR UNDER APPROVED PA#200406176652.",,
#200905148402,8,2009/05/14,2009/05/14,ISSUED,9,2009/09/14,1050,1050,OFFICE,0,OFFICE,0,3735,46,55,,HAWTHORNE,ST,,,"JOHN PRIBUS/BAYARDO CHAMORRO",,6505880447,"PRIBUSS ENGINEERING INC",MAYFAIR,AV,"SOUTH SAN FRANCISCO",CA,94080-0000,,,"7th FLOOR ADD ONE SPRINKLER HEAD & RELCOATE 4 SPRINKELR HEADS.",,
#200905148403,8,2009/05/14,2009/05/15,ISSUED,9,2010/05/15,36000,36000,OFFICE,0,OFFICE,0,239,30,343,,SANSOME,ST,0,,PETER,GOLDSMITH,4159782790,"GCI  INC",BERRY,ST,"SAN FRANCISCO",CA,94107-0000,,,"REMODEL OF TENANT SUITE INCLUDING DEMOLITION OF EXISTING INTERIOR PARTITIONS. MEP AND FIRE PROTECTION UNDER SEPARATE PERMIT",,
#200905148404,8,2009/05/14,2009/05/15,ISSUED,9,2011/05/15,200000,360000,OFFICE,0,OFFICE,0,263,11,101,,CALIFORNIA,ST,,,"TODD  R. DIMARTINO",,4159081020,"SKYLINE CONSTRUCTION","SANSOME ST. 4TH FLOOR",,"SAN FRANCISCO",CA,94111-0000,,,"SELECTIVE DEMO  NEW PARTITIONS  DOORS  SIDE LIGHTS  CEILINGS  CASEWORK  AND FINISHES. MECH ELEC  LIFE SAFETY AND SPRINKLER SEPARATE PERMIT",,
#200905148405,8,2009/05/14,2009/05/14,ISSUED,9,2009/11/14,20000,20000,"2 FAMILY DWELLING",2,"2 FAMILY DWELLING",2,1234,16,1294,,HAIGHT,ST,,,OWNER,OWNER,,OWNER,OWNER,,OWNER,CA,00000-0000,,,"Replace (e) brick footing @ west side of bldg. w/ (n) reinforcing concrete footing approx. 40 linear ft.",,
#200905148406,8,2009/05/14,2009/05/27,ISSUED,9,2009/09/27,2500,2500,ANTENNA,69,ANTENNA,69,3554,29,405,,VALENCIA,ST,,,"JAMES IRISH",,9252441890,"N S A WIRELESS INC","ALCOSTA BLVD",,"SAN RAMON",CA,94583-0000,,,"REPLACEMENT OF (3) EXISTING 4' ANTENNAS WITH (5) NEW  4' ANTENNAS. SWAP LIKE FOR LIKE ANTENNAS.",,
#200905148407,8,2009/05/14,2009/05/14,ISSUED,9,2010/05/14,25500,25500,"2 FAMILY DWELLING",,"2 FAMILY DWELLING",,3546,16,219,,GUERRERO,ST,,,ERIC,GASCOYNE,5105623533,"ASCENTIAL ROOFING COMPANY",45TH,ST,EMERYVILLE,CA,94608-0000,,,REROOFING,,
#200905148407,8,2009/05/14,2009/05/14,ISSUED,9,2010/05/14,25500,25500,"2 FAMILY DWELLING",,"2 FAMILY DWELLING",,3546,16,221,,GUERRERO,ST,,,ERIC,GASCOYNE,5105623533,"ASCENTIAL ROOFING COMPANY",45TH,ST,EMERYVILLE,CA,94608-0000,,,REROOFING,,
#200905148408,8,2009/05/14,2009/05/14,ISSUED,9,2009/11/14,10000,10000,"FOOD/BEVERAGE HNDLNG",,"FOOD/BEVERAGE HNDLNG",,350,1,1020,,MARKET,ST,,,OWNER,,,OWNER,OWNER,,OWNER,CA,00000-0000,,,"RE-FINISHING FLOOR  INSTALLING NEW BAR TOPS COUNTER  REPLACING ACOUSTICAL CEILING TILES WITH NEW CEILING TILES",,
#200905148410,8,2009/05/14,2009/05/27,ISSUED,9,2009/09/27,2500,4500,ANTENNA,9,ANTENNA,9,564,19,2288,,BROADWAY,*,,,"JAMES IRISH",,9252441890,"N S A WIRELESS INC","ALCOSTA BLVD",,"SAN RAMON",CA,94583-0000,,,"REPLACEMENT OF (6) EXISTING 4' ANTENNAS WITH (6) NEW 4' ANTENNAS. SWAP LIKE FOR LIKE ANTENNAS.",,
#200905148411,8,2009/05/14,2009/05/27,ISSUED,9,2009/09/27,2500,3000,ANTENNA,0,ANTENNA,0,5431A,001K,1575,,"BAY SHORE",BL,,,"JAMES IRISH",,9252441890,"N S A WIRELESS INC","ALCOSTA BLVD",,"SAN RAMON",CA,94583-0000,,,"REPLACEMENT OF (6) EXISTING 4'PANEL ANTENNAS WITH (6) NEW  4' PANEL ANTENNAS. SWAP LIKE FOR LIKE ANTENNAS.",,
#200905148412,8,2009/05/14,2009/05/22,ISSUED,9,2009/09/22,2500,4500,ANTENNA,37,ANTENNA,37,1447,42,300,,16TH,AV,,,"JAMES IRISH",,9252441890,"N S A WIRELESS INC","ALCOSTA BLVD",,"SAN RAMON",CA,94583-0000,,,"REPLACEMENT OF (6) EXISTING 4' ANTENNAS WITH (6) NEW  4' ANTENNAS. SWAP LIKE FOR LIKE ANTENNAS.",,
#200905148413,8,2009/05/14,2009/05/27,ISSUED,9,2009/09/27,2500,4500,ANTENNA,0,ANTENNA,0,7295,22,595,,BUCKINGHAM,WY,,,"JAMES IRISH",,9252441890,"N S A WIRELESS INC","ALCOSTA BLVD",,"SAN RAMON",CA,94583-0000,,,"REPLACEMENT OF (6) EXISTING 4' ANTENNAS WITH (6) NEW  4' ANTENNAS. SWAP LIKE FOR LIKE ANTENNAS.",,
#200905148414,8,2009/05/14,2009/05/22,ISSUED,9,2009/09/22,2500,4500,ANTENNA,153,ANTENNA,153,7330,1,55,,CHUMASERO,DR,,,"JAMES IRISH",,9252441890,"N S A WIRELESS INC","ALCOSTA BLVD",,"SAN RAMON",CA,94583-0000,,,"REPLACEMENT OF (6) EXISTING 4' ANTENNAS WITH (6) NEW  4' ANTENNAS. SWAP LIKE FOR LIKE ANTENNAS.",,
#200905148415,8,2009/05/14,2009/05/22,ISSUED,9,2009/09/22,2500,3000,ANTENNA,0,ANTENNA,0,3736,6,246,,01ST,ST,,,"JAMES IRISH",,9252441890,"N S A WIRELESS INC","ALCOSTA BLVD",,"SAN RAMON",CA,94583-0000,,,"REPLACEMENT OF (6) EXISTING 4' ANTENNAS WITH (6) NEW  4' ANTENNAS. SWAP LIKE FOR LIKE ANTENNAS.",,
#200905148417,8,2009/05/14,2009/05/14,ISSUED,9,2009/09/14,1500,1500,APARTMENTS,3,APARTMENTS,3,1030,10,2936,,PINE,ST,,,OWNER,OWNER,,OWNER,OWNER,,OWNER,CA,00000-0000,,,"replace kitchen cabinets.",,
#200905148418,8,2009/05/14,2009/05/14,ISSUED,9,2009/11/14,7200,7200,APARTMENTS,6,APARTMENTS,6,1379,034A,1845,,LAKE,ST,,,OWNER,OWNER,,OWNER,OWNER,,OWNER,CA,00000-0000,,,"WORK ON UNIT#5 ONLY. REMODEL (E) KITCHEN  REPLACE (E) CABINETS  & COUNTER TOPS. REPLACE (E) PLUMBING AND ELECTRICAL. SAME SIZE & LOCATION OF AREA (NO NEW WALLS- NO MODIFICATION TO EXSITING WALLS.",,
#200905148419,8,2009/05/14,2009/05/14,ISSUED,9,2009/09/14,3500,3500,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,7275,27,442,,"COUNTRY CLUB",DR,,,"DAVID M",LINCER,5102150625,"ROLLIN ALONG",SUNSET,BL,HAYWARD,CA,94541-0000,,,"Install straight rail stair elevator on existing stairway for owner's access from garage to house main level on secondary stairway.",,
#200905148420,8,2009/05/14,2009/05/14,ISSUED,9,2009/09/14,1000,1000,"2 FAMILY DWELLING",2,"2 FAMILY DWELLING",2,6771,40,247,,MONTEREY,BL,,,OWNER,OWNER,,OWNER,OWNER,,OWNER,CA,00000-0000,,,"COMPLY WITH PHYSICAL INSPECTION REPORT 3R-4897. SEE ALSO PA#200903254824",,
#200905148420,8,2009/05/14,2009/05/14,ISSUED,9,2009/09/14,1000,1000,"2 FAMILY DWELLING",2,"2 FAMILY DWELLING",2,6771,40,249,,MONTEREY,BL,,,OWNER,OWNER,,OWNER,OWNER,,OWNER,CA,00000-0000,,,"COMPLY WITH PHYSICAL INSPECTION REPORT 3R-4897. SEE ALSO PA#200903254824",,
#200905148421,8,2009/05/14,2009/05/14,ISSUED,9,2009/09/14,1000,1000,"PRKNG GARAGE/PRIVATE",17,"PRKNG GARAGE/PRIVATE",17,1219,1,291,,BRODERICK,ST,,,"MICHAEL CREECH ","SCOTT MAZZARELLA",5107851602,"MAZZY'S FIRE SPECIALISTS SF INC","P.O BOX 459",AV,"BETHEL ISLAND",CA,94511-0000,,,"TO COMPLETE WORK AND OBTAIN FINAL INSPECTION FOR WORK APPROVED UNDER 200804220374.",,
#200905148422,8,2009/05/14,2009/05/18,ISSUED,9,2009/09/18,1800,1800,APARTMENTS,24,APARTMENTS,24,3704,999,410,,JESSIE,ST,0,,"CHARLES R. KEELE JR",,9252730100,"SIMPLEX GRINNELL",PRESTON,AV,LIVERMORE,CA,94551-0000,,,"ADD AND RELOCATE EXISTING FIRE SPRINKLERS TO ACCOMODATE NEW CEILING IN UNIT # 1004",,
#200905148423,8,2009/05/14,2009/05/14,ISSUED,9,2009/11/14,6000,6000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,7043,14,99,,"MOUNT VERNON",AV,,,"DONALD WOO",,4152212888,"SURE  INC.",16TH,AV,"SAN FRANCISCO",CA,94118-0000,,,"REPLACE KITCHEN CABINETS.",,
#200905148424,8,2009/05/14,2009/05/14,ISSUED,9,2009/09/14,3000,3000,"2 FAMILY DWELLING",2,"2 FAMILY DWELLING",2,1835,36,1440,,19TH,AV,,,"DONALD WOO",,4152212888,"SURE  INC.",16TH,AV,"SAN FRANCISCO",CA,94118-0000,,,"REPLACE TILES IN SHOWER STALL",,
#200905148425,8,2009/05/14,2009/05/14,ISSUED,9,2009/11/14,10000,10000,APARTMENTS,46,APARTMENTS,46,272,1,701,,PINE,ST,,,"DONALD WOO",,4152212888,"SURE  INC.",16TH,AV,"SAN FRANCISCO",CA,94118-0000,,,"WORK ON UNIT#5. REPLACE KITCHEN CABINETS  BATHTUB  TILES IN BATHROOM  VANITY.",,
#200905148426,8,2009/05/14,2009/05/18,ISSUED,9,2009/09/18,1500,1500,APARTMENTS,24,APARTMENTS,24,3704,999,410,,JESSIE,ST,0,,"CHARLES R. KEELE JR",,9252730100,"SIMPLEX GRINNELL",PRESTON,AV,LIVERMORE,CA,94551-0000,,,"10TH FLOOR UNIT #1005 - TO ADD & RELOCATE EXISTING FIRE SPRINKELRS TO ACCOMMODATE NEW CEILING.",,
#200905148427,8,2009/05/14,2009/05/15,ISSUED,9,2010/05/15,55000,55000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,2936A,59,65,,ROCKWOOD,CT,,,"HENRY P.","DE NICOLA",7078245049,"EXCELL BUILDERS",BLOOMFIELD,RD,SEBASTOPOL,CA,95472-0000,,,"NEW BEDROOM  BATHROOM AND HALLWAY AT GARAGE LEVEL. REMODEL BATHROOM AT UPPER LEVEL.REPLACE SIDING AND WNDWS AT REAR.",,
#200905148428,8,2009/05/14,2009/05/14,ISSUED,9,2009/09/14,500,500,APARTMENTS,3,APARTMENTS,3,866,5,127,,STEINER,ST,,,"JOHN C.",POLLARD,4158260606,"5-12 CONST. INC DBA SF GARAGE",OTIS,ST,"SAN FRANCISCO",CA,94103-0000,,,"Replace 18 square feet of non structural concrete slab in tradesman entrance in the garage with new 4"" concrete slab.",,
#200905148428,8,2009/05/14,2009/05/14,ISSUED,9,2009/09/14,500,500,APARTMENTS,3,APARTMENTS,3,866,5,129,,STEINER,ST,,,"JOHN C.",POLLARD,4158260606,"5-12 CONST. INC DBA SF GARAGE",OTIS,ST,"SAN FRANCISCO",CA,94103-0000,,,"Replace 18 square feet of non structural concrete slab in tradesman entrance in the garage with new 4"" concrete slab.",,
#200905148428,8,2009/05/14,2009/05/14,ISSUED,9,2009/09/14,500,500,APARTMENTS,3,APARTMENTS,3,866,5,131,,STEINER,ST,0,,"JOHN C.",POLLARD,4158260606,"5-12 CONST. INC DBA SF GARAGE",OTIS,ST,"SAN FRANCISCO",CA,94103-0000,,,"Replace 18 square feet of non structural concrete slab in tradesman entrance in the garage with new 4"" concrete slab.",,
#200905148429,8,2009/05/14,2009/05/18,ISSUED,9,2009/09/18,1,1,APARTMENTS,24,APARTMENTS,24,3704,999,410,,JESSIE,ST,0,,"CHARLES R. KEELE JR",,9252730100,"SIMPLEX GRINNELL",PRESTON,AV,LIVERMORE,CA,94551-0000,,,"2ND  3RD & 4TH FLOOR FOR FIRE SPRINKLERS ONLY - SUBMITTING ""AS BUILT"" DRAWINGS FOR APPLICATION #200702083723-R2.",,
#200905148430,8,2009/05/14,2009/05/14,ISSUED,9,2009/09/14,1,1,APARTMENTS,4,APARTMENTS,4,652,007A,2112,,PINE,ST,,,"VINCE  RINALDI",,4155664901,"RINALDI CONSTRUCTION",14TH,AV,"SAN FRANCISCO",CA,94118-0000,,,"UNIT B - TO OBTAIN FINAL INSPECTIONFOR WORK APPROVED UNDER 200801313643. ALL WORK IS COMPLETE.",,
#200905148432,8,2009/05/14,2009/05/14,ISSUED,9,2009/11/14,12000,12000,OFFICE,,OFFICE,,493,14,189,,MAGNOLIA,ST,,,ERIC,HUANG,4158608071,"CITY HOMES CONSTRUCTION INC",HELEN,DR,MILLBRAE,CA,94030-0000,,,"REDO WALKWAY & PLANTERS DUE TO DRYROT.",,
#200905148433,8,2009/05/14,2009/05/15,ISSUED,9,2010/05/15,26000,26000,APARTMENTS,4,APARTMENTS,4,844,44,356,,PIERCE,ST,4,,ERIC,MORRIS,4156995331,"ERIC MORRIS","CARSON ROAD",,WOODACRE,CA,94973-0000,,,"BATH ROOM REMODEL INCL. NEW FINISHES  FIXTURES   ELECTIRCAL ON 2ND FLOOR OF UNIT # 4. NO STRUCTURAL WALL(S) REMOVAL. NO EXTERIOR WORK",,
#200905148436,8,2009/05/14,2009/05/19,ISSUED,9,2009/11/19,25000,25000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,991,8,3922,,CLAY,ST,,,OWNER,,,OWNER,OWNER,,OWNER,CA,00000-0000,,,"REVISION TO PA# 2007.06.05.3059. REMOVE (E) BRICK FOOTING WITH NEW CONCRETE FOOTINGS ON EAST AND WEST SIDES FROM LINE 1 TO 6 SHOWN  ON PLANS.",,
#200905148438,8,2009/05/14,2009/05/14,ISSUED,9,2009/09/14,1,1,APARTMENTS,27,APARTMENTS,27,242,14,790,,CALIFORNIA,ST,,,"ARTHUR GARCIA CAMPOS",,4157161174,"AC AND COMPANY",SHARON,ST,"SAN FRANCISCO",CA,94114-0000,,,"REVISION TO PA# 2008/11/21/7172. REMOVE ALL WORK IN UNIT# 26 FROM THE SCOPE OF WORK. (WORK IN UNIT# 15 WILL BE COMPLETED UNDER PA# 2008/11/21/7172).",,
#200905148441,8,2009/05/14,2009/05/15,ISSUED,9,2009/11/15,7000,7000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,2925,001M,70,,TARAVAL,ST,,,"SIMON  WU",,4155842322,"SIMON W K WU",BRUNSWICK,ST,"SAN FRANCISCO",CA,94112,,,"REMOVE EXISTING WALL BETWEEN KITCHEN AND DINING ROOM.",,
#200905148442,8,2009/05/14,2009/05/21,ISSUED,9,2010/05/21,20000,28936,APARTMENTS,4,APARTMENTS,4,1385,37,2417,,LAKE,ST,,,ADAM,BARNUM,4159711161,"ADAM BARNUM","P.O. BOX 29087",,"SAN FRANCISCO",CA,94129-0000,,,"REPLACE (E) KITCHEN CAB  APPLIANCES WITH NEW; REPLACE (E) BATH FIXTURES; RELOCATE W/D NTO NEW ENCLOSURE;RELOCATE FURNACE INTO CEILING SPACE  REPLACE  WITH NEW FURNACE AT 3RD FLOOR.",,
#200905148443,8,2009/05/14,2009/05/18,ISSUED,9,2010/05/18,25000,35000,"2 FAMILY DWELLING",2,"2 FAMILY DWELLING",2,1207,3,349,,LYON,ST,,,"GLEN JOE",FRENCH,4158639167,"CAS CONSTRUCTION",SUTTER,ST,"SAN FRANCISCO",CA,94104-0000,,,"FOUNDATION REPLACEMENT  MOMENT FRAME  STEEL BEAM  SHEARWALL  VOLUNTARY SEISMIC WORK",,
#200905148445,8,2009/05/14,2009/05/14,ISSUED,9,2011/05/14,310000,370000,APARTMENTS,106,APARTMENTS,106,127,95,999,,GREEN,ST,2302,,MICHAEL,MUSCARDINI,5104512500,"CREATIVE SPACES",MAGNOLIA,ST,OAKLAND,CA,94607-2410,,,"APT 2302 - INTERIOR ALTERATIONS TO EXISTING UNIT # 2302   23RD FL. NO EXTERIOR WORK. NO WORK TO HEATING. WORK INCL. LIGHTING  PLUMB  FIXTURES  APPLIANCES  FINISHES AND KITCHEN AND BATHROOMS. NO STRUCTURAL ALTERATIONS.",,
#200905148447,8,2009/05/14,2009/05/14,ISSUED,9,2010/05/14,35000,35000,APARTMENTS,3,APARTMENTS,3,5810,1,430,,CRESCENT,AV,,,PATRICK,REILLY,4153173731,"TRIM FIT CONSTR. - O'REILLY ENGINEERING",SCENIC,CT,"SAN BRUNO",CA,94066-0000,,,"REMODEL KITCHEN & BATH. NO STRUTURAL WALLS REMOVED. NEW CABINETS  COUNTERTOPS & VANITY. NEW SINK  DISHWASHER & FAUCET  MEN TOILET  NEW MIRROR IN BATHROOM  NEW LIGHTING -BY SEPARATE PERMIT.",,
#200905148449,8,2009/05/14,2009/05/14,ISSUED,9,2009/11/14,20000,20000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,6588,015A,727,,27TH,ST,,,DAVID,HUNT,4157165625,SUNWORKS,IRWIN,ST,"SAN RAFAEL",CA,94901-0000,,,"TO COMPLETE WORK AND OBTAIN FINAL INSPECTION FOR WORK APPROVED UNDER PA #200707187103.",,
#200905148450,8,2009/05/14,2009/05/15,ISSUED,9,2010/05/15,12000,30000,OFFICE,0,OFFICE,0,655,6,2015,,STEINER,ST,,,"JERMIAH (DERRY) B.",CASEY,4152722225,"DERRY CASEY CONSTRUCTION",7TH,AV,"SAN FRANCISCO",CA,94118-0000,,,"REPAIR AND REPLACE ROOF SLAB PER PLANS. REPLACED IN KIND.",,
#200905148451,8,2009/05/14,2009/05/18,ISSUED,9,2009/11/18,6000,6000,"1 FAMILY DWELLING",2,"1 FAMILY DWELLING",2,1630,023B,684,,15TH,AV,,,,,,,,,,,,,,"REPLACE REAR WINDOW WITH FRENCH DOOR.LANDING TO BE A MINIMUM OF 36"" DEEP OR MORE.",,
#200905158452,8,2009/05/15,2009/05/15,ISSUED,9,2009/09/15,1,1,OFFICE,63,OFFICE,63,265,3,388,,MARKET,ST,,,KARLA,DESHON,5105870925,"PARADIGM GENERAL CONSTRACTORS",MACDONALD,AV,RICHMOND,CA,94801-0000,,,"STE. 1090:  TO OBTAIN FINAL INSPECTION FOR WORK APPROVED UNDER PA #200510135445.  ALL WORK IS COMPLETE.",,
#200905158453,8,2009/05/15,2009/05/15,ISSUED,9,2009/09/15,1,1,APARTMENTS,63,APARTMENTS,63,265,3,388,,MARKET,ST,,,KARLA,DESHON,5105870925,"PARADIGM GENERAL CONSTRACTORS",MACDONALD,AV,RICHMOND,CA,94801-0000,,,"STE. 1090:  TO OBTAIN FINAL INSPECTION FOR WORK APPROVED UNDER PA #200508049493.  ALL WORK IS COMPLETE.",,
#200905158454,8,2009/05/15,2009/05/15,ISSUED,9,2009/09/15,1,1,OFFICE,63,OFFICE,63,265,3,388,,MARKET,ST,,,KARLA,DESHON,5105870925,"PARADIGM GENERAL CONSTRACTORS",MACDONALD,AV,RICHMOND,CA,94801-0000,,,"STE. 1090:  TO OBTAIN FINAL INSPECTION FOR WORK APPROVED UNDER PA #200509072224.  ALL WORK IS COMPLETE.",,
#200905158457,8,2009/05/15,2009/05/15,ISSUED,9,2009/11/15,17900,17900,APARTMENTS,,APARTMENTS,,0442A,22,3554,,PIERCE,ST,,,JAMES,BARRON,4155849575,"ANDERSON ROOFING & SHEET METAL","SAN JOSE",AV,"SAN FRANCISCO",CA,94112-0000,,,REROOFING,,
#200905158458,8,2009/05/15,2009/05/15,ISSUED,9,2009/11/15,7900,7900,"1 FAMILY DWELLING",,"1 FAMILY DWELLING",,2506,43,2619,,WAWONA,ST,,,JAMES,BARRON,4155849575,"ANDERSON ROOFING & SHEET METAL","SAN JOSE",AV,"SAN FRANCISCO",CA,94112-0000,,,REROOFING,,
#200905158459,8,2009/05/15,2009/05/15,ISSUED,9,2010/05/15,49500,49500,OFFICE,0,OFFICE,0,3713,7,1,,MARKET,ST,,,"BRENT ZERULL ","WILLIAM KEN COCHRANE",4158501412,"BCCI CONSTRUCTION COMPANY",BERRY,ST,"SAN FRANCISCO",CA,94107,,,"22ND FLOOR DEMOLITION INCLUDING REMOVAL OF EXISTING INTERIOR TENANT IMPROVEMENTS PER AB -017. LIFE SAFETY & SPRINKELRS TO REMAIN OPERATIONAL.",,
#200905158460,8,2009/05/15,2009/05/15,ISSUED,9,2010/05/15,30000,30000,APARTMENTS,15,APARTMENTS,15,1742,46,1261,,08TH,AV,,,CRIS,SPILLY,6505539054,"AMERICAN HOME RENEWAL INC",SHAW,RD,"SO S F",CA,94080-0000,,,"INSTALL VINYL SIDING OVER BACK OF HOUSE & 2 SIDINGS. NOT VISABLE FROM THE STREET. NO STRUCTURAL CHANGES.",,
#200905158460,8,2009/05/15,2009/05/15,ISSUED,9,2010/05/15,30000,30000,APARTMENTS,15,APARTMENTS,15,1742,46,1265,,08TH,AV,0,,CRIS,SPILLY,6505539054,"AMERICAN HOME RENEWAL INC",SHAW,RD,"SO S F",CA,94080-0000,,,"INSTALL VINYL SIDING OVER BACK OF HOUSE & 2 SIDINGS. NOT VISABLE FROM THE STREET. NO STRUCTURAL CHANGES.",,
#200905158461,8,2009/05/15,2009/05/15,ISSUED,9,2009/11/15,5396,5396,APARTMENTS,3,APARTMENTS,3,6756,8,2958,,DIAMOND,ST,,,"CUSTOM EXTERIOIRS",,9252492280,"CUSTOM EXTERIORS INC",BOULDER,CT,PLEASANTON,CA,94566-0000,,,"WORK ON UNIT#3. REPLACE 12 WINDOWS INTO EXISTING OPENING. VISABLE FROM THE STREET. NO BEDROOM WINDOWS TO BE REPLACED. NO STRUCTURAL CHANGES. U FACTOR .67 MAX",,
#200905158464,8,2009/05/15,2009/05/15,ISSUED,9,2009/09/15,1,1,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,3602,28,259,,HARTFORD,ST,,,,,,,,,,,,,,"TO OBTAIN  FINAL INSPECTION FOR WORK APPROVED UNDER PA#200610266076. ALL WORK HAS BEEN COMPLETED.",,
#200905158465,8,2009/05/15,2009/05/15,ISSUED,9,2009/09/15,4000,4000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,2807,33,4449,,23RD,ST,,,"AIDAN MC CRACKEN",,6502590274,"AIDAN MC CRACKEN CONST CO.",TUOLUMNE,RD,MILLBRAE,CA,94030-0000,,,"INSTALL NEW CONCRETE CAP OVER (E) FOUNDATION  INSTALL NEW P.T. SILL PLATE & REPLACE (E) WOOD STUDS AS REQUIRED",,
#200905158466,8,2009/05/15,2009/05/15,ISSUED,9,2009/09/15,500,500,"2 FAMILY DWELLING",2,"2 FAMILY DWELLING",2,5643,11,117,,EUGENIA,AV,,,OWNER,,,OWNER,OWNER,,OWNER,CA,00000-0000,,,"REPLACE ONE DECK 'X' BRACE IN-KIND AND STRAP WATER HEATERS PER REPORT OF PHYSICAL INSPECTION # CC-5509 ",,
#200905158466,8,2009/05/15,2009/05/15,ISSUED,9,2009/09/15,500,500,"2 FAMILY DWELLING",2,"2 FAMILY DWELLING",2,5643,11,119,,EUGENIA,AV,,,OWNER,,,OWNER,OWNER,,OWNER,CA,00000-0000,,,"REPLACE ONE DECK 'X' BRACE IN-KIND AND STRAP WATER HEATERS PER REPORT OF PHYSICAL INSPECTION # CC-5509 ",,
#200905158468,8,2009/05/15,2009/05/15,ISSUED,9,2009/11/15,25000,25000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,2014,004G,2840,,NORIEGA,ST,,,"KERRY WARD","LE VAN",6506317383,"WARD-TEK INC.","OLD COUNTRY",RD,BELMONT,CA,94002-0000,,,"REPAIR SMALL FIRE DAMAGE AT KITCHEN SUB FLOOR AREA. REPLACE DRY WALL AT KITCHEN WALLS & CEILING. REPLACE APPROX 200 SQ. FT. OF STUCCO AT ENTRY. REPLACE ENTRY DOOR  REPLACE DOOR FROM ENTRY TO GARAGE. REPLACE 2 SMALL WINDOWS AT RONT ELEVATION. ALL WORK IS REPLACEMENT IN KIND DUE TO FIRE DAMAGE.",,
#200905158469,8,2009/05/15,2009/05/15,ISSUED,9,2009/09/15,1,1,"2 FAMILY DWELLING",2,"2 FAMILY DWELLING",2,1406,9,347,,27TH,AV,,,"SU LIN",GUO,4152151988,"G L CONSTRUCTION COMPANY",HAMILTON,ST,"SAN FRANCISCO",CA,94134-0000,,,"RENEW PA# 2008/07/17/6959 TO OBTAIN FINAL INSPECTION. ALL WORK HAS BEEN COMPLETED.",,
#200905158469,8,2009/05/15,2009/05/15,ISSUED,9,2009/09/15,1,1,"2 FAMILY DWELLING",2,"2 FAMILY DWELLING",2,1406,9,349,,27TH,AV,,,"SU LIN",GUO,4152151988,"G L CONSTRUCTION COMPANY",HAMILTON,ST,"SAN FRANCISCO",CA,94134-0000,,,"RENEW PA# 2008/07/17/6959 TO OBTAIN FINAL INSPECTION. ALL WORK HAS BEEN COMPLETED.",,
