"APPLICATION #","FORM_  NUMBER",FILE_DATE,STATUS_DATE,STATUS,STATUS_CODE,EXPIRATION_DATE,"ESTIMATED COST","REVISED COST","EXISTING USE","EXISTING UNITS","PROPOSED USE","PROPOSED UNITS","PLAN SETS",BLOCK,LOT,STREET_NUMBER,STREET_NUMBER_SFX,AVS_STREET_NAME,AVS_STREET_SFX,UNIT,UNIT_SFX,FIRST_NAME,LAST_NAME,"CONTRACTOR PHONE",COMPANY_NAME,STREET,STREET_SUFFIX,CITY,STATE,ZIP_CODE,CONTACT_NAME,CONTACT_PHONE,DESCRIPTION
#201103142008,8,2011/03/14,2011/03/14,ISSUED,9,,,1,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,0,1444,5,331,,12TH,AV,,,TIE,LIU,6505529883,"T J CONSTRUCTION INC",WILLOW,AV,MILLBRAE,CA,94030-0000,,,"TO OBTAIN FINAL INSPECTION FOR WORK APPROVED UNDER PA # 200704058118.  ALL WORK IS COMPLETE."
#201103142009,8,2011/03/14,2011/03/14,ISSUED,9,,,1,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,0,1444,5,331,,12TH,AV,,,TIE,LIU,6505529883,"T J CONSTRUCTION INC",WILLOW,AV,MILLBRAE,CA,94030-0000,,,"TO OBTAIN FINAL INSPECTION FOR WORK APPROVED UNDER PA # 200910229561.  ALL WORK IS COMPLETE."
#201103142010,8,2011/03/14,2011/03/21,ISSUED,9,2012/03/21,70000,80000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,2,2978,20,207,,CLAREMONT,BL,,,"GEAROID E",O'SULLIVAN,4156017548,"CASTLE CONSTRUCTION",OLMSTEAD,ST,"SAN FRANCISCO",CA,94134-0000,,,"REMOVE & REPLACE (E) INTERNAL STAIR REMODEL (E) KITCHEN ADD (N) BATH @ 2ND FLR. ADD (N) CONDITIONED HALLWAY IN GROUND FLR REMOVE BRICK CHMNEY & REINSTATE (E) BAY WINDOW  REMOVE 1 (E) INT. WALL REMOVE 1 (E) WINDOW REMOVE & REPLACE 1 EXT DOOR & 4 WINDOWS  ADD 2 SKYLIGHTS"
#201103142011,8,2011/03/14,2011/03/14,ISSUED,9,2012/03/14,3000,30000,"TOURIST HOTEL/MOTEL",25,"TOURIST HOTEL/MOTEL",25,2,3726,9,164,,06TH,ST,,,BRENT,PATTERSON,5107869555,"AAA FIRE PROTECTION SERVICES","UNION CITY BLVD",,"UNION CITY",CA,94587-0000,,,"INSTALLATION OF ANSUL R102  FIRE SUPRESSION SYSTEM IN THE HOOD AND DUCT IN THE KITCHEN AREA"
#201103142012,8,2011/03/14,2011/03/14,ISSUED,9,2011/07/14,300,300,"2 FAMILY DWELLING",2,"2 FAMILY DWELLING",2,0,3637,22,2677,,MISSION,ST,,,OWNER,OWNER,,OWNER,OWNER,,OWNER,CA,00000-0000,,,"APT. C:  REPAIR DRYWALL IN SOUTH WEST CORNER OF APARTMENT AND INSERT R-19 BATTS TYPE ""X"" 5/8"" 1 HR. - 1 5/8"" SCREWS.  TO COMPLY WITH HIS NOV. 201192966 DATED 2/28/2011"
#201103142013,8,2011/03/14,2011/03/14,ISSUED,9,2011/07/14,3000,4000,"FOOD/BEVERAGE HNDLNG",0,"FOOD/BEVERAGE HNDLNG",0,2,3713,7,1,,MARKET,ST,,,BRENT,PATTERSON,5107869555,"AAA FIRE PROTECTION SERVICES","UNION CITY BLVD",,"UNION CITY",CA,94587-0000,,,"INSTALLATION OF ANSUL R 102 fIRE SUPRESSION SYSTEM IN THE HOOD AND DUCT IN THE KITCHEN AREA"
#201103142014,8,2011/03/14,2011/03/14,ISSUED,9,2011/07/14,1,1,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,0,1418,11,255,,15TH,AV,,,"ROBERT KELLY/LAURIE",,4158226960,"KELLY ROOFING INC","PO BOX 117118",*,BURLINGAME,CA,941019,,,"TO OBTAIN FOR FINAL INSPECTION PER APP#200602134497."
#201103142015,8,2011/03/14,2011/03/14,ISSUED,9,2012/03/14,27400,27400,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,2,1522,8,451,,22ND,AV,,,STEVE,PELETZ,4152979009,"PELETZ & COMPANY",FOURTH,AV,"SAN FRANCISCO",CA,94122-0000,,,"fLOOR 2: REMODEL KITCHEN AND POWEDER ROOM IN-KIND LIKE  REPLACE CABS AND FIXTURES. PROVIDE FLUORESCENT LIGHTS. FLOOR 3: REMODEL (E)  BATHROOM AND ADD FULL BATHROOM AT MASTER BEDROOM"
#201103142016,8,2011/03/14,2011/03/16,ISSUED,9,2011/09/16,25000,100000,SCHOOL,0,SCHOOL,0,2,1145,3,2130,,FULTON,ST,,,"KAUFMAN  NATE MCKENNA RORY ","KETELAAR  LARRY  KOO LEADRON",4156770618,"CAHILL CONST SERVICE INC","CALIFORNIA ST.  23RD FLOOR",,"SAN FRANCISCO",CA,94104,,,"SHORING & UNDERPINNING DOR WORK RELATED TO (N) CONSTRUCTION ON NEIGHBORING SITE IN CONJUNCTION WITH (N) BLDG PERMIT APPROVED UNDER SITE APPL #201008068321."
#201103142016,8,2011/03/14,2011/03/16,ISSUED,9,2011/09/16,25000,100000,SCHOOL,0,SCHOOL,0,2,1145,3,2375,,"GOLDEN GATE",AV,,,"KAUFMAN  NATE MCKENNA RORY ","KETELAAR  LARRY  KOO LEADRON",4156770618,"CAHILL CONST SERVICE INC","CALIFORNIA ST.  23RD FLOOR",,"SAN FRANCISCO",CA,94104,,,"SHORING & UNDERPINNING DOR WORK RELATED TO (N) CONSTRUCTION ON NEIGHBORING SITE IN CONJUNCTION WITH (N) BLDG PERMIT APPROVED UNDER SITE APPL #201008068321."
#201103142017,8,2011/03/14,2011/03/14,ISSUED,9,2011/07/14,1,1,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,0,6566,022A,1443,,CHURCH,ST,,,PETER,HAWKE,4155055933,"HAWKE CONSTRUCTION",CORBETT,ST,"SAN FRANCISCO",CA,94131-0000,,,"TO OBTAIN FINAL INSPECTION FOR WORK APPROVED UNDER PA #200912042642.  ALL WORK IS COMPLETE."
#201103142019,8,2011/03/14,2011/03/14,ISSUED,9,2011/09/14,12000,12000,APARTMENTS,4,APARTMENTS,4,0,979,45,2310,,DIVISADERO,ST,,,"BRAD CAMPBELL",WELLS,4156415687,"CLAYTON VALLEY CONSTRUCTION INC","VALLEY SSTREET",,"SAN FRANCISCO",CA,94131-0000,,,"REPL ALL DAMAGED RAMING TO SIDE STAIRS  INCLUDING POSTS  BRACES  STRINGERS  JOISTS  REPL 2X6 REDWOOD TO STEPS AND LANDINGS  LESS THAN 50% OF STRUCTURE"
#201103142022,8,2011/03/14,2011/03/14,ISSUED,9,2011/09/14,8000,8000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,0,1038,4,17,,COMMONWEALTH,AV,,,,,,,,,,,,,,"remove and replace tile"
#201103142023,8,2011/03/14,2011/03/14,ISSUED,9,2011/09/14,20000,20000,"2 FAMILY DWELLING",2,"2 FAMILY DWELLING",2,0,4159,73,1082,,"DE HARO",ST,,,RANDY,RAUGH,4152386549,"RANDY RAUGH DBA BERGQUIST BUILDERS",WOODSIDE,DR,"SAN ANSELMO",CA,94960-0000,,,"KITCHEN REMODEL:  REPLACE IN KIND CABINETS  COUNTERS  FLOORING."
#201103142024,8,2011/03/14,2011/03/16,ISSUED,9,2011/09/16,20000,20000,"FOOD/BEVERAGE HNDLNG",2,"FOOD/BEVERAGE HNDLNG",2,2,1764,15,1375,,09TH,AV,,,"NOEL COMMINS",COMMINS,4152391353,"COMMINS CONSTRUCTION CO",URBANO,DR,"SAN FRANCISCO",CA,94127,,,"BATHROOM IMPROVEMENTS (BARRIER REMOVAL) FOR RESTAURANT ONLY."
#201103142025,8,2011/03/14,2011/03/14,ISSUED,9,2011/09/14,15000,15000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,0,2175,007M,2194,,43RD,AV,,,WILLIAM,TAYLOR,4154071764,"WILLIAM G  TAYLOR CONSTRUCTION CORP","P.O. BOX 2759",,NOVATO,CA,94948-0000,,,"DRYROT REPAIR AROUND 2 WINDOWS ON SOUTH SIDE. FENCE REPAIR ON SOUTH SIDE.  REPLACE LOWER WINDOW WITH ALUMINUM/WOOD OR FIBERGLASS"
#201103142026,8,2011/03/14,2011/03/22,ISSUED,9,2012/03/22,200622,200622,THEATER,0,THEATER,0,2,6516,7,2868,,MISSION,ST,,,"AMERICAN MECHANICAL SERVICES",,9259469101,"AMERICAN MECHANICAL SERVICES",BOULEVARD,WY,"WALNUT CREEK",CA,94595-0000,,,"rEPLACE ROOFTOP HEATING AND VENTILATING UNITS ON SAME LOCATION. NEW UNITS WILL BE SAME SIZE OR SMALLER  LIGHTER AND NOT TALLER THAN EXISTING EJQUIPMENTS"
#201103142031,8,2011/03/14,2011/03/14,ISSUED,9,2011/09/14,15000,15000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,0,1012,12,3732,,SACRAMENTO,ST,,,ELISHA,MAYAST,4157220103,"ELISHA MAYOST",BELLE,AV,"SAN RAFAEL",CA,94901-0000,,,"BATHROOM REMODEL & ADDING OF DRYER AND WASHER ALL WORK ON 2ND FLOOR  HIGH EFFICACY LIGHTING  OR OCCUPANCY SENSOR; DRYER EXHAUST ON SIDEWALL TERMINATE 3 MIN FROM PL AND BLDG OPENINGS  LENGTH LIMITATION 14' MAX"
#201103142032,8,2011/03/14,2011/03/14,ISSUED,9,2011/07/14,4400,4400,APARTMENTS,14,APARTMENTS,14,2,249,1,1501,,SACRAMENTO,ST,,,"VINCE FILLARI  A. BIANCALANA",*,6506354854,"A D T   SECURITY SYSTEMS",UTAH,AV,"SOUTH SAN FRANCISCO",CA,94086-0000,,,"EMERGENCY REPLACEMENT OF NON FUNCTIONAL FIRE CONTROL PANEL WITH NEW AT THE SAME LOCATION IN THE LOBBY. REPLACE ONE FOR ONE SMOKE DETECTORS AND PULL STATIONS IN THE EXTG LOCATIONS. CONNECT EXTG BELLS TO NEW PANEL."
#201103142033,8,2011/03/14,2011/03/14,ISSUED,9,2011/09/14,8000,8000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,0,2661,37,55,,GRAYSTONE,TR,,,"BRIAN W",LANIGAN,8682265,"WOODWORKING WEST","P.O. BOX 171",*,"STINSON BEACH",CA,94970,,,"MASTER BATHROOM & LAUNDRY ROOM FIXTURE REPLACEMENT"
#201103142034,8,2011/03/14,2011/03/14,ISSUED,9,2012/03/14,15200,34000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,2,4035,21,363,,ARKANSAS,ST,,,SEAN,RATTIGAN,7077513881,"SEAN RATTIGAN CONSTRUCTION","EAST TENNYS",DR,BENICIA,CA,94510-0000,,,"REMODEL EXTG BATHROOM AND ADD 1 1/2  BATH ROOMS. RECONFIGURE CLOSETS IN BEDROOMS  ADD INSULATION IN WALL IN BEDROOM  ADD NEW SHEETROCK IN BATHROOM. ALL WORK IS AT SECOND FLOOR."
#201103142035,8,2011/03/14,2011/03/14,ISSUED,9,2011/07/14,5000,5000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,0,6346,002B,640,,LONDON,ST,,,"J R WILLIAMS COMPANY INC.",,4156951660,"J R WILLIAMS COMPANY INC.",BRYANT,ST,"SAN FRANCISCO",CA,94110-0000,,,"REPLACE WATER DAMAGED ROUGH SAWN PLYWOOD PANELS ON EAST ELEVATION (2 PANELS)  REPLACE IN KIND"
#201103142036,8,2011/03/14,2011/03/14,ISSUED,9,2011/09/14,8493,8493,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,0,4212,003A,1254,,UTAH,ST,,,KENNY,FALCONI,,"YORKSHIRE ROOFING OF NORTHERN CA.","NATIONAL DRIVE #B",,LIVERMORE,CA,94550-0000,,,REROOFING
#201103142037,8,2011/03/14,2011/03/14,ISSUED,9,2011/09/14,14500,14500,"2 FAMILY DWELLING",2,"2 FAMILY DWELLING",2,0,1354,9,68,,05TH,AV,,,EDWARD,BINGHAM,4156410972,"GREAT AMERICAN NAVIGATOR DBA GANCO",SHOTWELL,ST,"SAN FRANCISCO",CA,94107,,,"REMOVE & REPL IN KIND  CEDAR SHINGLE  SIDEWALL ON 30LB FELT VAPOR BARRIER  SOUTH WALL ONLY 1600 SQ.FT.  REPLACEMENT IN KIND"
#201103142038,8,2011/03/14,2011/03/14,ISSUED,9,2011/07/14,1,1,"2 FAMILY DWELLING",2,"2 FAMILY DWELLING",2,0,1727,36,1242,,24TH,AV,,,,,,,,,,,,,,"ADMINISTRATIVE PERMIT TO DOCUMENT THAT 1242 / 1244 - 24TH AVENUE IS A LEGAL (2) TWO UNITS BUILDING."
#201103142041,8,2011/03/14,2011/03/29,ISSUED,9,2012/03/29,30000,30000,LAUNDRY/LAUNDROMAT,0,"RETAIL SALES",0,2,2068,50,2427,,NORIEGA,ST,,,OWNER,OWNER,,OWNER,OWNER,,OWNER,CA,00000-0000,,,"Change of use from existing vacant laundry space into a fish  meat and produce market"
#201103142043,8,2011/03/14,2011/03/14,ISSUED,9,2011/09/14,17740,17740,APARTMENTS,6,APARTMENTS,6,0,91,49,851,,GREENWICH,ST,,,"THOMAS SESTAK",,4155662049,"STANDARD ROOFING CO.",9TH,AV,"SAN FRANCISCO",CA,94122,,,REROOFING
#201103142043,8,2011/03/14,2011/03/14,ISSUED,9,2011/09/14,17740,17740,APARTMENTS,6,APARTMENTS,6,0,91,49,855,,GREENWICH,ST,,,"THOMAS SESTAK",,4155662049,"STANDARD ROOFING CO.",9TH,AV,"SAN FRANCISCO",CA,94122,,,REROOFING
#201103142044,8,2011/03/14,2011/03/14,ISSUED,9,2011/07/14,4000,4000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,0,7247,28,84,,MEADOWBROOK,DR,,,"JEFFREY HO",*,4158066896,"J. HO CONSTRUCTION INC",ELDER,AV,MILLBRAE,CA,94030-0000,,,"REMOVE (E) STUCCO. REPLACE DRY ROT WOOD & RESTUCCO AT LEFT SIDE STAIRS   DRY ROT REPAIR & STUCCO REPAIR ONLY."
#201103142045,8,2011/03/14,2011/03/15,ISSUED,9,2012/03/15,32000,32000,"RETAIL SALES",,"RETAIL SALES",,2,3569,41,563,,VALENCIA,ST,0,,,,,,,,,,,,,"INSTALL NEW ADA RESTROOM & INSTALL HOLLOW METAL DOORS & FRAME IN TRADESMAN CORRIDOR. INSTALL NEW ACCESS DOOR FROM TENANT SPACE TOP TRADESMAN CORRIDOR"
#201103142046,8,2011/03/14,2011/03/14,ISSUED,9,2011/09/14,8920,8920,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,0,2784,24,101,,MARVIEW,WY,,,"THOMAS SESTAK",,4155662049,"STANDARD ROOFING CO.",9TH,AV,"SAN FRANCISCO",CA,94122,,,REROOFING
#201103142047,8,2011/03/14,2011/03/14,ISSUED,9,2011/09/14,17950,17950,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,0,1289,52,1248,,STANYAN,ST,,,"THOMAS SESTAK",,4155662049,"STANDARD ROOFING CO.",9TH,AV,"SAN FRANCISCO",CA,94122,,,REROOFING
#201103142048,8,2011/03/14,2011/03/14,ISSUED,9,2011/09/14,13300,13300,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,0,3178,2,1392,,PLYMOUTH,AV,,,"THOMAS SESTAK",,4155662049,"STANDARD ROOFING CO.",9TH,AV,"SAN FRANCISCO",CA,94122,,,REROOFING
#201103142051,8,2011/03/14,2011/03/15,ISSUED,9,2011/09/15,6500,6500,OFFICE,0,OFFICE,0,2,227,48,555,,MONTGOMERY,ST,0,,PETER,MCHUGH,4155500975,"AYOOB & PEERY PLUMBING",INDIANA,ST,"SAN FRANCISCO",CA,94107,,,"RELOCATE 13 SPRINKLER HEADS IN REMODEL OFFICE SPACE ON THE 12TH FLOOR. TI"
#201103142052,8,2011/03/14,2011/03/15,ISSUED,9,2012/03/15,23000,48000,OFFICE,0,OFFICE,0,2,3717,21,150,,SPEAR,ST,,,PETER,MCHUGH,4155500975,"AYOOB & PEERY PLUMBING",INDIANA,ST,"SAN FRANCISCO",CA,94107,,,"RELOCATE 107 SPRINKLER HEADS AND DEMO 4 SPRINKLER HEADS IN NEW TENANT IMPROVEMENT OFFICE SPACE ON 11TH FLOOR."
#201103142055,8,2011/03/14,2011/03/16,ISSUED,9,2011/07/16,3500,3500,,2,,2,2,4171,15,837,,22ND,ST,,,"GOON CHAU",CHU,4154690209,"G C ELECTRIC",CORA,ST,"SAN FRANCISCO",CA,94134-0000,,,"Provide fire sprinkler moitoring system"
#201103142055,8,2011/03/14,2011/03/16,ISSUED,9,2011/07/16,3500,3500,,2,,2,2,4171,15,847,,22ND,ST,,,"GOON CHAU",CHU,4154690209,"G C ELECTRIC",CORA,ST,"SAN FRANCISCO",CA,94134-0000,,,"Provide fire sprinkler moitoring system"
#201103142055,8,2011/03/14,2011/03/16,ISSUED,9,2011/07/16,3500,3500,,2,,2,2,4171,15,849,,22ND,ST,,,"GOON CHAU",CHU,4154690209,"G C ELECTRIC",CORA,ST,"SAN FRANCISCO",CA,94134-0000,,,"Provide fire sprinkler moitoring system"
#201103142056,8,2011/03/14,2011/03/16,ISSUED,9,2011/07/16,5000,5000,OFFICE,1,OFFICE,1,2,3589,83,3470,,19TH,ST,,,COLETTE,CUMMINS,4155873693,"CUMMINS CONSTRUCTION",VERNON,ST,"SAN FRANCISCO",CA,94132-0000,,,"REPLACEMENT OF DAMAGED FRONT ENTRANCE DOOR. DOOR FACING THE STREET."
#201103142057,8,2011/03/14,2011/03/21,ISSUED,9,2012/03/21,45000,45000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,2,5395,22,100,,SCOTIA,AV,,,OWNER,,,OWNER,OWNER,,OWNER,CA,00000-0000,,,"One new bedroom  family room & landry room area  Storage room Toliet room to be constructed at ground floor."
#201103142058,8,2011/03/14,2011/03/15,ISSUED,9,2011/09/15,8100,8100,OFFICE,0,OFFICE,0,2,3749,62,303,,02ND,ST,,,PETER,MCHUGH,4155500975,"AYOOB & PEERY PLUMBING",INDIANA,ST,"SAN FRANCISCO",CA,94107,,,"RELOCATE AND ADD SPRINKLER HEADS TO NEW OFFICE SPACE. ADD 10 HEADS  RELOCATE 18 HEADS AND  DEMO 1 HEAD IN 2ND FLOOR"
#201103142059,8,2011/03/14,2011/03/15,ISSUED,9,2012/03/15,28000,28000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,2,2177,6,2123,,40TH,AV,,,OWNER,,,OWNER,OWNER,,OWNER,CA,00000-0000,,,"One new bedroom & full bath room to constructed at ground floor and landry area  per plans.  New rear stair with landing at 2nd floor."
#201103142060,8,2011/03/14,2011/03/17,ISSUED,9,2012/03/17,35000,35000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,2,6448,43,175,,SEVILLE,ST,,,OWNER,,,OWNER,OWNER,,OWNER,CA,00000-0000,,,"Add 2-bedrooms 1-laundry/family room & 1-full bathroom on first floor. Remove side stairway. Repair front stairway less than 50%."
#201103142061,8,2011/03/14,2011/03/18,ISSUED,9,2012/03/18,43000,43000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,2,2399,18,2516,,ULLOA,ST,,,OWNER,,,OWNER,OWNER,,OWNER,CA,00000-0000,,,"one new bedroom  family room  full bathroom  storage room to be constructed at ground floor per plans. Replace existing stair slab at ground floor."
#201103142062,8,2011/03/14,2011/03/14,ISSUED,9,2011/07/14,1,1,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,0,5649,12,172,,ELLSWORTH,ST,,,OWNER,,,OWNER,OWNER,,OWNER,CA,00000-0000,,,"TO OBTAIN FINAL INSPECTION FOR WORK APPROVED UNDER APP#200607065868. ALL WORK IS COMPLETE."
#201103142063,8,2011/03/14,2011/03/14,ISSUED,9,2011/09/14,15000,15000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,0,5649,12,172,,ELLSWORTH,ST,,,OWNER,,,OWNER,OWNER,,OWNER,CA,00000-0000,,,"TO COMPLETE WORK AND OBTAIN FINAL INSPECTION FOR APP#200609283653."
#201103142064,8,2011/03/14,2011/03/14,ISSUED,9,2011/07/14,1,1,APARTMENTS,10,APARTMENTS,10,0,1061,6,125,,PALM,AV,,,OWNER,OWNER,,OWNER,OWNER,,OWNER,CA,00000-0000,,,"TO OBTAIN FINAL INSPECTION FOR WORK APPROVED UNDER PA #200912173442.  ALL WORK IS COMPLETE."
#201103142066,8,2011/03/14,2011/03/14,ISSUED,9,2011/09/14,10800,10800,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,0,3602,17,4110,,20TH,ST,,,JOHN,HARRINGTON,4152988052,"HARRINGTON CONSTRUCTION COMPANY",NAPLES,ST,"SAN FRANCISCO",CA,94112-0000,,,"REMODEL OF UPSTAIRS BATHROOM  INSTALL NEW TUB  VANITY  TOILET  TILE TUB SURROUND & FLOOR. NO STRUCTURAL WORK."
#201103152067,8,2011/03/15,2011/03/15,ISSUED,9,2011/09/15,16000,16000,APARTMENTS,10,APARTMENTS,10,2,593,60,2111,,FRANKLIN,ST,1,,"ROBERT B. LEWIS",,4158267200,"ROBERT B LEWIS RENOVATIONS","25TH AVE",,"SAN FRANCISCO",CA,94122-0000,,,"1 FOR 1 REPLACEMENT OF EAST WALL CABINETS IN KITCHEN. SINK TO REMAIN IN CURRENT LOCATION. NEW COUNTERTOPS NEW LIGHTING AND ELECTRICAL CIRCUITS. NEW WASHER AND DRYER IN CLOSET ADJACENT TO KITCHEN. RECONFIGURE OF AFOREMENTIONED CLOSET SYSTEM. NO STRUCTURTAL WORK.  FIRE INPSECTION NOT REQUIRED."
#201103152068,8,2011/03/15,2011/03/15,ISSUED,9,2011/07/15,425,425,APARTMENTS,3,APARTMENTS,3,0,869,19,174,,HERMANN,ST,,,"ROBERT VOGT",,4158266670,"A B C  WINDOW CONTRACTORS","CESAR CHAVEZ",ST,"SAN FRANCISCO",CA,94124,,,"Install Vinyl window into (e) frame. No change in size or location. Not visible from street. All windows double pane. U-factor of.30. If applicable will comply with Egress requirements."
#201103152069,8,2011/03/15,2011/03/15,ISSUED,9,2011/09/15,6500,6500,"2 FAMILY DWELLING",2,"2 FAMILY DWELLING",2,2,5678,27,422,,CORTLAND,AV,,,JOHN,YU,5107630411,"J P BUILDERS INC",12TH,ST,OAKLAND,CA,94607-0000,,,"REBUILD EXTG REQUIRED EGRESS STAIR OF REAR BLDG AT NEW LOCATION."
#201103152070,8,2011/03/15,2011/03/24,ISSUED,9,2013/03/24,430000,430000,OFFICE,0,MANUFACTURING,0,2,3932,1,208,,UTAH,ST,,,"DAVID WHITESIDE","STEVEN  R.  VICTOR BRITO",4155775433,"CCI COMMERCIAL CONSTRUCTION & IMPROV","HENRY ADAMS",ST,"SAN FRANCISCO",CA,94103,,,"MINOR INTERIOR DEMO. NEW INTERIOR WALLS  DOORS.GLAZING  SOME CEILINGS  BREAK AREAS  RESTROOMS  COMPUTER ASSEMBLING/DATA ROOM. MEP and sprinklers under SEPARATE PERMITs. Change in use from B to F-1 and M. Create NEW Exit Passageway as noted on plans as part of exit discharge for Stair-1."
#201103152071,8,2011/03/15,2011/03/15,ISSUED,9,2013/03/15,300144,300144,MANUFACTURING,,MANUFACTURING,,0,4912,6,6025,,03RD,ST,,,"WATERPROOFING ASSOCIATES",,6509371299,"WATERPROOFING ASSOCIATES","TERRA  BELLA",,"REDWOOD CITY",CA,94043-0000,,,REROOFING
#201103152072,8,2011/03/15,2011/03/25,ISSUED,9,2012/03/25,45000,99108,OFFICE,0,OFFICE,0,2,228,24,550,,MONTGOMERY,ST,,,PAUL,BEVILACQUA,6506164900,"BEVILACQUA & SONS",VICTORY,AV,"SO SAN FRANCISCO",CA,94080-0000,,,"COMMERCIAL OFFICE TENANT IMPROVEMENTS TO EXTG OFFICE SPACE AT 7TH FLOOR. NO CHANGES TO EXTG STRUCTURE BUILDING ENVELOPE  PROPOSED SCOPE OF WORK FOR DEMO OF EXTG INT. PARTITIONS AND CEILING GRID.PROPOSED FULL ACCESSIBLE SUITE 750 - UPGRADE TO EXT RESTROOMS."
#201103152073,8,2011/03/15,2011/03/25,ISSUED,9,2012/03/25,33610.63,33610.63,OFFICE,0,OFFICE,0,2,228,24,550,,MONTGOMERY,ST,,,PAUL,BEVILACQUA,6506164900,"BEVILACQUA & SONS",VICTORY,AV,"SO SAN FRANCISCO",CA,94080-0000,,,"Suite #700 - COMMERCIAL TENANT IMPROVEMENTS TO EXTG OFFICE SPACE AT 7TH FLOOR. NO CHANGES TO EXTG STRUCTURE BUILDING ENVELOPE OF ACCESSIBLE PATH OF TRAVEL. PROPOSED INTERIOR PARTITION AND LOW  PARTIAL HT. PARTITION."
#201103152075,8,2011/03/15,2011/03/30,ISSUED,9,2011/09/30,25000,25000,APARTMENTS,10,APARTMENTS,10,2,557,36,2195,,GREEN,ST,2,,OWNER,,,OWNER,OWNER,,OWNER,CA,00000-0000,,,"REMODEL KITCHEN AND 2 BATHS. REMOVE ONE WALL REPLACE WITH STRONGWALL AND BEAM. GENERAL MEP UPGRADE."
#201103152077,8,2011/03/15,2011/03/15,ISSUED,9,2011/09/15,8500,8500,OFFICE,0,OFFICE,0,0,5925,31,2450,,"SAN BRUNO",AV,,,VLADIMIR,VAYSMAN,6506220300,"VGV WINDOWS INC./DBA AAA WNDW & DOORS","EL CAMINO",,BELMONT,CA,94002-0000,,,"Replace 15-(e) windows with 15-wood vinyl energy efficient glass windows u=0.32  shgc=032 side by side. To comply with nov#201100666."
#201103152078,8,2011/03/15,2011/03/15,ISSUED,9,2011/07/15,1,1,"2 FAMILY DWELLING",2,"2 FAMILY DWELLING",2,0,531,28,1923,,FILBERT,ST,,,OWNER,,,OWNER,OWNER,,OWNER,CA,00000-0000,,,"TO OBTAIN FINAL INSPECTION FOR WORK APPROVED UNDER PA#200807015763 ALL WORK IS COMPELTE."
#201103152078,8,2011/03/15,2011/03/15,ISSUED,9,2011/07/15,1,1,"2 FAMILY DWELLING",2,"2 FAMILY DWELLING",2,0,531,28,1925,,FILBERT,ST,,,OWNER,,,OWNER,OWNER,,OWNER,CA,00000-0000,,,"TO OBTAIN FINAL INSPECTION FOR WORK APPROVED UNDER PA#200807015763 ALL WORK IS COMPELTE."
#201103152081,8,2011/03/15,2011/03/15,ISSUED,9,2011/07/15,1,1,"PUBLIC ASSMBLY OTHER",0,"PUBLIC ASSMBLY OTHER",0,2,308,1,333,,POST,ST,,,,,,,,,,,,,,"REVISION TO 201103071553:  3RD NIGHT ADDED AND CHANGES MADE TO LAYOUT OF TABLES. FIRE PERMIT FOR TEMPORARY MEMBRANE STRUCTURE"
#201103152082,8,2011/03/15,2011/03/15,ISSUED,9,2011/09/15,7000,9040,APARTMENTS,12,APARTMENTS,12,0,2647,47,2425,,MARKET,ST,12,,"EMMET MCMAHON",,4157163331,"MCMAHON CONSTRUCTION","27TH AVE",,"SAN FRANCISCO",CA,94121-0000,,,"DEMO 1 BATHROOM  REPLACE PLUMBING  FIXTURES  REPLACE ELECTRICAL FIXTURES PLUS ADD ONE LIGHT  SHEETROCK  TILE AND PAINT. LIGHTING TO COMPLY WITH CEC 150(K) NO CHANGE TO WALLS  WINDOWS  DOORS."
#201103152083,8,2011/03/15,2011/03/31,ISSUED,9,2011/09/30,9500,9500,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,2,3044,14,135,,FERNWOOD,DR,,,"KWOK LEUNG WONG",,4152795238,"K L CONSTRUCTION INC./PLS CHECK ID./NOTE",27TH,AV,"SAN FRANCISCO",CA,94121-0000,,,"VOLUNTARY STRUCTURAL STRENGTHENING OF WEST WALL"
